#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-22T18:45:19 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5daf2cfb9e77	
#INFO	-out.form=mini	
#INFO	-out.max=9999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.add=_r
#-nav=cat:I/347&tab:{I/347/gaia2dis}&key:source=I/347&HTTPPRM:&&-ref=VIZ5daf2cfb9e77&-file=-c&-out.src=I/347/gaia2dis&-c.r=  2&-c.geom=r&-out.orig=standard&-out=Source&-out=RA_ICRS&-out=DE_ICRS&-out=rest&-out=b_rest&-out=B_rest&-out=rlen&-out=ResFlag&-out=ModFlag&-c.eq=J2000&-c.u=arcsec&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.max=50&-out.form=HTML Table&undefined=CDS, France&
#-out.add=_1
#-c.r=  2
#-c.geom=r
#-source=I/347/gaia2dis
#-order=I
#-out.orig=standard
#-out=Source
#-out=RA_ICRS
#-out=DE_ICRS
#-out=rest
#-out=b_rest
#-out=B_rest
#-out=rlen
#-out=ResFlag
#-out=ModFlag
#-out.max=9999
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1347
#Name: I/347
#Title: Distances to 1.33 billion stars in Gaia DR2 (Bailer-Jones+, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_347_gaia2dis:
#Name: I/347/gaia2dis
#Title: Estimating distances from parallaxes (1331909727 sources)
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	_r	(F5.3)	Distance from center (311.90047205000+44.49172230000)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	Source	(a19)	Source identifier, identical to the Gaia-DR2 source_id (id)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rest	(F21.15)	? Estimated distance (r_est)	[ucd=pos.distance;stat.mean]
#Column	b_rest	(F21.15)	? Lower bound on the confidence interval of the estimated distance (r_lo)	[ucd=pos.distance;stat.min]
#Column	B_rest	(F21.15)	? Upper bound on the confidence interval of the estimated distance (r_hi)	[ucd=pos.distance;stat.max]
#Column	rlen	(F16.12)	Length scale used in the prior for the distance estimation (r_len)	[ucd=stat.value]
#Column	ResFlag	(A1)	[0-2] Result flag (result_flag) (1)	[ucd=meta.code]
#Column	ModFlag	(I1)	[1/2] Number of modes in the posterior (modality_flag)	[ucd=meta.code]
_1;_r;Source;RA_ICRS;DE_ICRS;rest;b_rest;B_rest;rlen;ResFlag;ModFlag
2MASS J20483643+4358004 ;0.037;2067040491098007552;312.15180717098;+43.96677768561; 1218.799031651290079;  598.175491558897988; 2750.571986592020039;873.402382085767;1;1

2MASS J20483999+4451050 ;0.078;2163223500550041088;312.16663440965;+44.85140907495; 2654.652078220759904; 1600.221691632000102; 4397.278319378189735;940.656118271554;1;1

2MASS J20484037+4351243 ;0.008;2067026541041191424;312.16818545594;+43.85674456529; 1435.140038688919958;  887.890729294730022; 2694.861249477859928;866.393029250223;1;1



2MASS J20485022+4439378 ;0.060;2067132850076026624;312.20925635977;+44.66048652432; 2612.768560516749858; 1530.785504833220102; 4346.914613282930077;924.665586724159;1;1

2MASS J20485070+4349496 ;0.046;2067025686342890624;312.21127436628;+43.83046288911;  245.232443829603994;  217.088922748393998;  281.639586629785981;865.166989836792;1;1

2MASS J20485169+4351014 ;0.035;2067027228235955584;312.21539484410;+43.85037724667;  696.279203479252033;  646.440022602384033;  754.269157434590966;866.457402219061;1;1


2MASS J20485779+4349550 ;0.027;2067026957657468800;312.24079964797;+43.83196877437;  971.928407464145039;  825.100804028845005; 1179.726240979299973;865.577386510792;1;1

2MASS J20485979+4441278 ;0.082;2067133094889203456;312.24914264246;+44.69102591226;  763.166198745204042;  693.262888639471043;  848.391639305415993;927.073886597091;1;1


2MASS J20490004+4351173 ;1.756;2067027193884347904;312.25044134214;+43.85435253588;  567.149910077097047;  502.079894630738011;  651.179085302507019;867.076089735135;1;1
2MASS J20490004+4351173 ;0.316;2067027198175641984;312.25013729614;+43.85488343936;  838.308673207971992;  530.271059798712031; 1760.429730157030008;867.105976310961;1;1

2MASS J20490122+4434373 ;0.122;2067129242300416768;312.25513880829;+44.57699795799;  392.583195054857981;  337.613256466199005;  468.606387010371975;918.007482072104;1;1

2MASS J20490132+4506478 ;0.063;2163236424114477056;312.25552127296;+45.11327501641;  814.267122660644986;  787.364001420203977;  843.037284790019953;962.923498064594;1;1

2MASS J20490160+4357334 ;0.035;2067028740066305664;312.25667214349;+43.95929368008;  659.562712752461948;  564.201999223956022;  792.702707491151045;873.813685079328;1;1

2MASS J20490453+4506145 ;0.068;2163236355395003264;312.26890150667;+45.10402531898; 3490.700136309740174; 2947.946394775100089; 4243.867074030249569;961.995752749795;1;1


2MASS J20490654+4510190 ;0.127;2163236802071631616;312.27724513211;+45.17194380893; 1680.421853622520075; 1125.587789259479905; 2871.061478754690143;967.992461278499;1;1




2MASS J20491123+4350481 ;0.039;2067024101499762944;312.29679467016;+43.84670429029;  765.212236961663052;  611.062142304435042; 1018.816769476830018;867.120531987433;1;1


2MASS J20491176+4412329 ;0.034;2067067811386540928;312.29906299227;+44.20914033206;  730.675474681868991;  688.844740986051988;  777.805696144203011;890.949481693683;1;1

2MASS J20491197+4414123 ;0.061;2067068395502618624;312.29988816026;+44.23674136062; 2724.760170740680223; 2420.250444629520189; 3111.335189835770052;892.886071826841;1;1

2MASS J20491237+4407147 ;0.075;2067065058310442112;312.30150208380;+44.12075944222; 3273.625158234200171; 2211.379239601710196; 4931.636801357100012;884.896176206213;1;1


2MASS J20491799+4405362 ;0.080;2067053238561142144;312.32497762498;+44.09336539572; 2036.464286532589995; 1137.428178274099992; 3625.629512125170095;883.248123502210;1;1


2MASS J20492030+4435134 ;0.076;2067128864343322496;312.33459542830;+44.58705654933;  836.534729901923015;  756.233165137191008;  935.453543910736016;918.867022993479;1;1

2MASS J20492249+4332569 ;0.100;2066831450746460160;312.34374773027;+43.54911579632; 3915.265687254709974; 2799.690911558469907; 5560.308263318200261;850.516879937193;1;1

2MASS J20492323+4434373 ;0.064;2067128662483849728;312.34681693012;+44.57699429841;  638.747632924407981;  597.720422502412021;  685.700682635032990;918.111904028679;1;1

2MASS J20492454+4340368 ;0.070;2066833237448667008;312.35230261728;+43.67690422226; 5419.035550598840018; 4020.031551410349948; 7323.780243413660173;857.768501662581;1;1

2MASS J20492476+4435218 ;0.081;2067128692544636544;312.35317779392;+44.58937061255;  640.353404339438953;  555.316152675596982;  755.422364744335027;919.075053633867;1;1


2MASS J20492960+4400467 ;0.089;2067052040266495872;312.37333792833;+44.01298584385; 6845.528046316149812; 5325.179094370089842; 8865.570962828000120;878.442049334031;1;1

2MASS J20493219+4417031 ;0.067;2067074305377614720;312.38411341239;+44.28419150823;  891.492379423472016;  842.836926729979041;  945.986396131184961;896.761081229758;1;1





2MASS J20493659+4413575 ;0.071;2067073132848973056;312.40249541549;+44.23264999565; 2635.186273649149825; 1675.875241499529920; 4231.458767378870107;893.318728243393;1;1

2MASS J20494188+4359006 ;0.241;2067048806153551488;312.42447860012;+43.98347428819;  679.659780647225034;  609.677645709251010;  767.370826253482051;877.130204756706;1;1


2MASS J20494311+4430186 ;0.050;2067080593209866880;312.42965489602;+44.50514529494; 2720.345930569770189; 1827.976701029740070; 4238.848681297599796;912.935351630936;1;1

2MASS J20494378+4443208 ;0.059;2163206599861547264;312.43246944231;+44.72246067607; 1647.397162090579968; 1014.359863597779963; 3049.898215734389851;929.522056366404;1;1




2MASS J20495080+4412336 ;0.093;2067061381818448256;312.46171004471;+44.20933106823; 1913.159097163930028; 1051.514449929120019; 3490.600633494690101;892.228942847523;1;1



2MASS J20495446+4417198 ;0.065;2067073751324158976;312.47693756317;+44.28881896750; 1044.150681254990104;  760.186734360359992; 1622.989778845729916;897.768610578859;1;1

2MASS J20500467+4459112 ;0.033;2163219416044102144;312.51948473586;+44.98640712391; 2792.542680445410042; 1987.244775859479887; 4179.713599313569830;950.685215874403;1;1




2MASS J20500991+4415212 ;0.070;2067061691055800448;312.54130504846;+44.25589755659;  810.611804377531030;  741.219208991543951;  894.011072917876959;896.093359930459;1;1

2MASS J20501166+4412083 ;0.139;2067060733277382528;312.54863402339;+44.20232476993; 1460.536774020909888;  693.849037778030947; 3062.075803912090123;892.601886356155;1;1






2MASS J20502166+4424246 ;0.213;2163152792509058944;312.59034002296;+44.40680379978; 2434.821788153430134; 1490.968434889779928; 4046.798857658419820;906.835351725975;1;1



2MASS J20502242+4419175 ;0.063;2067063722575028480;312.59343400159;+44.32154555624;  905.059003320024999;  758.969828400300003; 1118.067477412939979;901.007689719487;1;1

2MASS J20502253+4454203 ;0.100;2163215292867537024;312.59390509535;+44.90558809913; 1706.412685257349949;  828.323570176994963; 3399.444583533369951;944.060799832239;1;1

2MASS J20502401+4344525 ;0.047;2066855090246431872;312.60008239353;+43.74793246977; 4449.113078297869833; 3206.729343687979963; 6228.100170140280170;865.758220093393;1;1


2MASS J20502457+4455154 ;0.060;2163215395954750208;312.60242562865;+44.92092802979;  827.477638272226045;  755.054282744138050;  914.917584569275050;945.281440949128;1;1


2MASS J20502771+4423290 ;0.073;2163140972760521472;312.61548640353;+44.39139472259;  721.636767331033980;  697.096277225756012;  747.933839928434963;905.974134597846;1;1




2MASS J20503232+4426174 ;0.061;2163141213278695552;312.63467398645;+44.43817908993;  749.226180632678052;  690.143505578333020;  819.129706804846023;909.370029292023;1;1

2MASS J20503260+4346202 ;0.129;2066855257745258112;312.63582629219;+43.77225452967; 1511.071594814729906; 1438.204890075779986; 1591.543992667099928;867.734090900454;1;1

2MASS J20503307+4415387 ;0.058;2067062623066543232;312.63779428602;+44.26074821973;  859.194536987336051;  808.349612074042966;  916.722143851608962;897.389862381787;1;1


2MASS J20503505+4426296 ;0.093;2163141586936625024;312.64602873039;+44.44153347953;  799.190905091086961;  641.953503778781055; 1054.181755414749887;909.694733418651;1;1

2MASS J20503657+4308288 ;0.060;2066755962401523456;312.65240811073;+43.14132573848; 2754.662579577499855; 2165.129785370109857; 3670.807331337619871;837.571675438353;1;1

2MASS J20503695+4421408 ;0.073;2163139976328104064;312.65395864148;+44.36132191663;  503.385643498087973;  466.679411069882974;  546.236331127656968;904.265817004196;1;1

2MASS J20503703+4418247 ;1.388;2067062829221830784;312.65376515308;+44.30677891252;  674.127493997330021;  617.976324804341971;  741.264298354312018;900.603957617749;1;1
2MASS J20503703+4418247 ;0.170;2067062829225120384;312.65435181821;+44.30684182743;  754.023834174072022;  728.583621147471945;  781.269603149375030;900.614174531802;1;1

2MASS J20503738+4420531 ;0.067;2163139941968363520;312.65575109538;+44.34805562344;  723.031980179476022;  694.275130942491046;  754.225613650060950;903.387303772811;1;1

2MASS J20503747+4421159 ;0.115;2163139937668299520;312.65612667309;+44.35441582936; 1112.829162145779947;  634.378103579648041; 2501.483134040669938;903.819769527018;1;1


2MASS J20503796+4510568 ;0.089;2163246044841726720;312.65814487463;+45.18244553083; 2534.943188568709957; 2236.258620505820090; 2920.038202669989914;966.535528114562;1;1




2MASS J20504029+4430490 ;0.073;2163155060253217024;312.66784831583;+44.51358983548;  809.815385687616981;  791.160155744796953;  829.354792154268011;914.907260449278;1;1

2MASS J20504045+4420217 ;0.067;2163139873248885632;312.66853090576;+44.33934494087;  881.734886337227977;  792.381530090774959;  993.212313688423023;902.927855301810;1;1


2MASS J20504091+4400139 ;0.024;2066867661615420544;312.67045181257;+44.00388903713; 1962.414773786299975; 1066.008238890219900; 3556.496385305069907;881.659686376058;1;1


2MASS J20504353+4415518 ;0.067;2067059736848665472;312.68135911270;+44.26436445839;  776.795358396845018;  738.701272545564052;  818.949900924343979;898.106903273275;1;1

2MASS J20504381+4416487 ;0.049;2067059805564851584;312.68255415002;+44.28019361325; 2004.359801182320098; 1038.362125108639930; 3650.214798669790071;899.155480608172;1;1



2MASS J20504496+4420589 ;0.142;2163139697151013120;312.68732564822;+44.34967664426;  844.395490081144999;  445.816958574601017; 2353.713799920899874;903.808377358895;1;1

2MASS J20504494+4415552 ;0.831;2067059736845372288;312.68738696279;+44.26556482703;  242.192670324536010;  222.263870174868003;  265.980737575450974;898.253477952047;1;1
2MASS J20504494+4415552 ;0.708;2067059736848665984;312.68719807781;+44.26515938074;  691.860952368269977;  639.026658655557981;  754.016626557572977;898.224906141227;1;1

2MASS J20504537+4421494 ;0.172;2163140010686374912;312.68911582249;+44.36375749103; 1906.892093406100003;  923.089684615275019; 3577.313810413710144;904.770401589586;1;1

2MASS J20504551+4344412 ;0.081;2066855635702996480;312.68963294331;+43.74476572458; 2650.455534263070149; 1872.286099292010022; 3971.335135169909790;867.211345098240;1;1

2MASS J20504576+4455118 ;0.071;2163169766221180672;312.69068087105;+44.91995032117;  939.227210255997988;  842.486106611512014; 1060.403100417149972;945.246999443436;1;1


2MASS J20504608+4419100 ;0.083;2163139594070911360;312.69199270124;+44.31941234437; 3786.316241626800092; 2623.049877069930062; 5527.198207552840358;901.841976301747;1;1

2MASS J20504747+4443518 ;0.055;2163166119788910336;312.69780607328;+44.73107632298;  965.221091334315020;  737.356997792003995; 1381.407603968910053;930.851065466971;1;1



2MASS J20504858+4417033 ;0.246;2067059771205113600;312.70251485441;+44.28430758936; 1003.442667215500023;  807.027098144881052; 1318.767141653369890;899.647991209525;1;1
2MASS J20504858+4417033 ;0.571;2067059771205113728;312.70228573458;+44.28415400115; 1621.202796652509960; 1169.883700054439942; 2493.245283704559824;899.635368400179;1;1

2MASS J20504858+4421045 ;0.069;2163139804527939968;312.70243468855;+44.35125241727;  912.029427018508954;  791.492726582986961; 1074.494059072939990;904.067605566173;1;1

2MASS J20504870+4420532 ;0.068;2163139804529410944;312.70289228319;+44.34812230698;  764.500865172174031;  731.209290357570012;  800.905747945186022;903.863587456536;1;1






2MASS J20505039+4450115 ;0.069;2163167051801848192;312.70996574315;+44.83654134498;  844.948483492299033;  800.497002640954975;  894.521503069331970;938.841098247916;1;1

2MASS J20505171+4420458 ;0.120;2163139765870512256;312.71547251934;+44.34605653244; 1276.441899485670092;  793.081053078093987; 2497.169431762789827;903.857444893347;1;1

2MASS J20505230+4507568 ;0.055;2163242673284034048;312.71793433024;+45.13244882871; 3396.225732035689816; 2359.145600747449862; 5070.553111220239771;962.225179379196;1;1

2MASS J20505257+4416441 ;1.098;2163136368554081664;312.71946571726;+44.27894334960; 1761.254239094600052; 1000.234064067519967; 3290.413370083189875;899.492571519079;1;1
2MASS J20505257+4416441 ;1.783;2163136368554081792;312.71931039040;+44.27936393348;  601.831078236195026;  381.969051273188995; 1349.652378498029975;899.518098640782;1;1
2MASS J20505257+4416441 ;0.067;2163136368555566848;312.71903456079;+44.27888941049;  760.859339418918012;  742.817945221392051;  779.782128951994991;899.484062775391;1;1

2MASS J20505317+4423535 ;0.086;2163140457362989952;312.72153978884;+44.39818606871; 4815.925619913459741; 3395.031916523189921; 6783.529643417649822;907.406944686584;1;1

2MASS J20505357+4421008 ;0.038;2163139770169674112;312.72325317541;+44.35023468647; 1976.845051470259932; 1338.994971657640008; 3217.066665428450051;904.217051996737;1;1

2MASS J20505363+4424305 ;0.070;2163140560443665152;312.72345650282;+44.40844716857;  867.985558166752980;  806.729984108363055;  939.085895846886956;908.118084588443;1;1

2MASS J20505446+4346238 ;0.058;2066855811800892544;312.72695142729;+43.77326967175;  690.243848618474999;  663.143847578589998;  719.608302596725025;869.460139625900;1;1


2MASS J20505563+4417502 ;0.475;2163136609073737856;312.73197002716;+44.29720651033; 4294.628845624019959; 2971.640195553300146; 6169.452844027769970;900.825454870758;1;1

2MASS J20505619+4418218 ;0.071;2163136712151471360;312.73415699794;+44.30606013160;  683.454660225106977;  578.636887811745055;  833.394829190271025;901.428095050174;1;1

2MASS J20505733+4448248 ;0.039;2163166772625793280;312.73890867862;+44.80688488641; 1525.865124824279974;  720.202892615320025; 3184.562146700050107;936.685485351040;1;1

2MASS J20505754+4414096 ;0.102;2067058740416251904;312.73973886928;+44.23599778255; 2072.063015980319960; 1849.783283672059952; 2352.085724935160215;896.972498538900;1;1

2MASS J20505774+4443085 ;0.030;2163162924333239680;312.74061547544;+44.71900205702;  767.777274789606963;  654.176385334611041;  927.735340037197034;930.157072163463;1;1


2MASS J20505834+4414323 ;0.080;2067058740416252416;312.74311708949;+44.24230079829;  723.589234164306049;  700.156827429321993;  748.613421525349963;897.417031209882;1;1

2MASS J20505838+4414444 ;0.689;2067058740409931904;312.74300155857;+44.24568948226;  863.230158836146984;  807.616968607144031;  926.892448320147992;897.632124593312;1;1
2MASS J20505838+4414444 ;0.411;2067058740416252544;312.74341240746;+44.24562028030; 1407.523984403529994; 1126.173972760379911; 1858.541838505799888;897.632809610903;1;1

2MASS J20505858+4337208 ;1.790;2066840899669825664;312.74454966552;+43.62285499771; 2772.089255138930184; 1783.325230965360106; 4365.628199830780432;861.924606203839;1;1
2MASS J20505858+4337208 ;0.022;2066840899674361088;312.74412388333;+43.62246106223; 4003.322156926899879; 2878.214016006189922; 5661.695972426319713;861.895575690226;1;1

2MASS J20505870+4417308 ;0.069;2163136402915307136;312.74460003003;+44.29188055078;  767.749242809037014;  711.102806027181032;  833.989203420901958;900.626129513513;1;1

2MASS J20505901+4419542 ;0.064;2163136746512695424;312.74588247573;+44.33173571344;  884.941510280575017;  814.294478265319981;  968.698779303045967;903.241887497027;1;1

2MASS J20505915+4444012 ;0.109;2163163508450419712;312.74646249372;+44.73365348175; 1790.713307626670030;  784.439884743865946; 3487.162224024189982;931.264329124336;1;1

2MASS J20505948+4419390 ;0.061;2163136746511218176;312.74783953963;+44.32750267710;  625.718520086820035;  586.782317430453986;  670.078733040048974;902.986145913696;1;1

2MASS J20505974+4440491 ;0.049;2163162825554094464;312.74895307932;+44.68029025730;  888.933273391325997;  822.086790193980960;  967.345776895636050;927.374034541052;1;1





2MASS J20510089+4431497 ;0.057;2163143717240796032;312.75372773784;+44.53046615031;  843.250654117648992;  813.716210741955024;  874.966686619231041;916.756352458206;1;1

2MASS J20510157+4415420 ;0.061;2163135578281583744;312.75653699758;+44.26166142780;  799.274156847239055;  778.976305445660955;  820.637690444806026;898.822221002690;1;1

2MASS J20510194+4430335 ;0.064;2163143133124910976;312.75808635052;+44.50928086297;  990.365246853203985;  812.345958522268006; 1263.408898472579949;915.324490076178;1;1

2MASS J20510215+4444394 ;0.101;2163163547108604928;312.75896314176;+44.74425305199; 2046.899487605229979;  994.788502147622012; 3787.035429078759989;932.106348985353;1;1

2MASS J20510217+4420091 ;0.220;2163137120170654720;312.75895754934;+44.33585103271;  947.906635604634971;  818.604628375244033; 1124.061275211819975;903.658750796726;1;1

2MASS J20510222+4413521 ;0.111;2163135475202366976;312.75928365999;+44.23112868361; 1836.358812586390059; 1514.357261053309912; 2314.851225250290099;896.911172691956;1;1



2MASS J20510271+4349318 ;0.043;2066856327196978048;312.76130966680;+43.82551782123; 2057.844914938839793; 1947.892421449739913; 2180.622634707910038;872.956657459862;1;1

2MASS J20510310+4424028 ;0.062;2163140315626344064;312.76289537916;+44.40076176044;  767.859569170012037;  715.443099403471024;  828.388361611011987;907.997079011559;1;1

2MASS J20510336+4414402 ;0.077;2163135470902128000;312.76399118738;+44.24449836302;  777.875014853868947;  655.468764930997054;  954.693754279611994;897.820346967136;1;1

2MASS J20510333+4424155 ;0.071;2163140319925497088;312.76389165261;+44.40428578558;  838.736555261200010;  792.098198923646009;  891.090996754682010;908.242907096821;1;1


2MASS J20510465+4423501 ;0.063;2163140319925496192;312.76936310340;+44.39724381892;  811.271278140984009;  790.414609656862012;  833.237186192096033;907.829771123731;1;1


2MASS J20510494+4414340 ;0.061;2163135505262945536;312.77061178214;+44.24275363982; 3316.719975635070114; 2256.058137642869951; 4978.056707943350375;897.794238288838;1;1

2MASS J20510545+4413593 ;1.946;2163135269043260288;312.77315615961;+44.23357143420; 2778.056848356449791; 1666.857953683630058; 4504.386869931709953;897.245502687479;1;1
2MASS J20510545+4413593 ;0.079;2163135269043937280;312.77268856407;+44.23312032307;  571.499135106475023;  535.838935285239018;  612.143921503903016;897.210885453950;1;1


2MASS J20510570+4416322 ;0.060;2163135681360800384;312.77374850934;+44.27561798418;  761.789278572868966;  741.431956887460046;  783.274396496782970;899.929797708555;1;1





2MASS J20510805+4431505 ;0.365;2163143481019730688;312.78355439467;+44.53080420268;  910.139567794195955;  764.085156763595023; 1122.582490423629906;917.030682031846;1;1
2MASS J20510805+4431505 ;0.612;2163143481021376512;312.78348535939;+44.53053924283;  986.757662487599987;  621.618576379886008; 2036.944755684249913;917.011778906980;1;1


2MASS J20510854+4424331 ;0.060;2163141793095097344;312.78560020741;+44.40917941740;  852.464752160486000;  710.404378505772002; 1062.905052142459908;908.795793006716;1;1



2MASS J20510950+4433296 ;0.057;2163143687179809408;312.78960290672;+44.55821527238; 1012.637267710539959;  712.522314245157986; 1682.589778399019906;918.982018862026;1;1



2MASS J20511096+4436443 ;0.081;2163149867632841856;312.79566515008;+44.61229233932; 1410.921406687399895; 1118.945412566110008; 1888.462762300940085;922.817200805672;1;1


2MASS J20511117+4443514 ;0.098;2163162619394058880;312.79656116122;+44.73103725316;  562.646293570124953;  392.700661716545028;  983.150866802174960;931.334591299485;1;1

